Family,SubFamily,ObjectGroup,ObjectName,Assembly Code,Assembly Description,Description,Type Comments,Type Name,Structural Material,Material,Prediction
Windows,Window 3 panel,W9 (2100x1200),Window 3 panel,B2020110,Windows - Aluminum,1 TIER SLIDING - 3 PANELS,MCR18,W9 (2100x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W4 (1850x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W4 (1850x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,WD2 (1200x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,WD2 (1200x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W5 (900x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W5 (900x1200),,Aluminum,Sliding Window
Windows,Window 2 Panel,W7 (2000x1200),Window 2 Panel,,,1 TIER SLIDING - 2 PANELS,MCR18,W7 (2000x1200),,Aluminum,Sliding Window
Windows,Window 4 panel,W1 (4200x1200),Window 4 panel,,,1 TIER SLIDING - 4 PANELS,MCR18,W1 (4200x1200),,Aluminum,Sliding Window
Windows,Window 4 panel,W6 (3250x1200),Window 4 panel,,,1 TIER SLIDING - 4 PANELS,MCR18,W6 (3250x1200),,Aluminum,Sliding Window
Windows,Window 4 panel,W8 (4500x1200),Window 4 panel,,,1 TIER SLIDING - 4 PANELS,MCR18,W8 (4500x1200),,Aluminum,Sliding Window
Windows,LOUVERED - 2 PANELS,AL4 (2000x600),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL4 (2000x600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL10 (2400x500),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL10 (2400x500),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL3 (600x600),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 1 PANELS,MCR18,AL3 (600x600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL12 (2000x1500),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL12 (2000x1500),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 2 PANELS,AL15 (800x2000),LOUVERED - 2 PANELS,,,1 TIER LOUVER - 2 PANELS,MCR18,AL15 (800x2000),,Aluminum,Fixed Louvred Window
Windows,Top hung casement double,TW1 (1600x770),Top hung casement double,,,1 TIER TOP HUNG - 2 PANELS,MCR18,TW1 (1600x770),,Aluminum,Top-Hung Window
Windows,Top hung casement double,TW2 (1500X770),Top hung casement double,,,1 TIER TOP HUNG - 2 PANELS,MCR18,TW2 (1500X770),,Aluminum,Top-Hung Window
Windows,Top hung casement double,TW3 (1200x770),Top hung casement double,,,1 TIER TOP HUNG - 2 PANELS,MCR18,TW3 (1200x770),,Aluminum,Top-Hung Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_3 bays,AL7 (2400X1000),Louvres_3 bays,,,1 TIER LOUVER - 3 PANELS,MCR18,AL7 (2400X1000),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 4 PANELS,AL5 (3800x1600),LOUVERED - 4 PANELS,,,1 TIER LOUVER - 3 PANELS,MCR18,AL5 (3800x1600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 4 PANELS,AL1 (4000x600),LOUVERED - 4 PANELS,,,1 TIER LOUVER - 3 PANELS,MCR18,AL1 (4000x600),,Aluminum,Fixed Louvred Window
Windows,LOUVERED - 4 PANELS,AL2 (5000x600),LOUVERED - 4 PANELS,,,1 TIER SLIDING - 4 PANELS,MCR18,AL2 (5000x600),,Aluminum,Sliding Window
Windows,LOUVERED - 4 PANELS,AL2 (5000x600),LOUVERED - 4 PANELS,,,1 TIER SLIDING - 4 PANELS,MCR18,AL2 (5000x600),,Aluminum,Sliding Window
Windows,Louvres_1 bay,AL8 (600X800),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL8 (600X800),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL13 (1000x500),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL13 (1000x500),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL6 (800x550),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL6 (800x550),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL9 (450X450),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL9 (450X450),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL14 (1000X1000),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL14 (1000X1000),,Aluminum,Fixed Louvred Window
Windows,Louvres_1 bay,AL19 (450x470),Louvres_1 bay,,,1 TIER LOUVER - 1 PANELS,MCR18,AL19 (450x470),,Aluminum,Fixed Louvred Window
Windows,Security Room W7A,WD7 (2000x1200),Security Room W7A,,,2 TIER SILDING - 4 PANELS,MCR18,WD7 (2000x1200),,Aluminum,Sliding Window
Planting,,,RPC Tree - Deciduous,,,,,,,,Tree
Planting,,,RPC Tree - Deciduous1,,,,,,,,Tree
Planting,,,RPC Tree - Fall,,,,,,,,Tree
Generic Models,Arup_MaintenanceZone_Rectangular,Default,Arup_MaintenanceZone_Rectangular,,,NA,MCR07,Default,,<By Category>,Generic Model (MISC)
Generic Models,EXIT Directional 2,EXIT Directional 2,EXIT Directional 2,,,DIRECTIONAL SIGNAGE,MCR07,EXIT Directional 2,,Aluminum,Generic Model (MISC)
Generic Models,11112_WAVELINE-220,TGW-220,11112_WAVELINE-220,,,Slotted Collection - TGW -220,MCR07,TGW-220,,"Jonite Stone (reinforced),<By Category>",Generic Model (MISC)
Generic Models,11112_WAVELINE-220,TGW-220,11112_WAVELINE-220,,,Slotted Collection - TGW -220,MCR07,TGW-220,,"Jonite Stone (reinforced),<By Category>",Generic Model (MISC)
Generic Models,AED_DEFIBRILLATOR_AND_BACKPACK_CABINET_14701,AED_DEFIBRILLATOR_AND_BACKPACK_CABINET_14701,AED_DEFIBRILLATOR_AND_BACKPACK_CABINET_14701,E2020200,Furniture & Accessories,AUTOMATED EXTERNAL DEFIBRILLATOR,MCR07,AED_DEFIBRILLATOR_AND_BACKPACK_CABINET_14701,,<By Category>,Generic Model (MISC)
Generic Models,NBS_Tiso_SStlBllrds_AutomaticTrafficBollard_RB349,RB349-15,NBS_Tiso_SStlBllrds_AutomaticTrafficBollard_RB349,E1030900,Other Vehicular Equipment,TiSO traffic automatic bollards are due in part to the wide range of project applications and the simplicity of installation. This particular TiSO product has been designed and engineered to provide maximum operation durability,MCR07,RB349-15,,<By Category>,Generic Model (MISC)
Generic Models,NBS_Tiso_SStlBllrds_AutomaticTrafficBollard_RB349,RB349-15,NBS_Tiso_SStlBllrds_AutomaticTrafficBollard_RB349,E1030900,Other Vehicular Equipment,TiSO traffic automatic bollards are due in part to the wide range of project applications and the simplicity of installation. This particular TiSO product has been designed and engineered to provide maximum operation durability,MCR07,RB349-15,,<By Category>,Generic Model (MISC)
Generic Models,JTC Logo2,JTC Logo,JTC Logo2,,,JTC LOGO,MCR07,JTC Logo,,<By Category>,Generic Model (MISC)
Generic Models,POC_Ceiling Access Panel,600X600 AP,POC_Ceiling Access Panel,C3030900,Other Ceiling Finishes,Access Panel Size:600x600mm,MCR07,600X600 AP,,<By Category>,Generic Model (MISC)
Generic Models,POC_Ceiling Access Panel,600X600 AP,POC_Ceiling Access Panel,C3030900,Other Ceiling Finishes,Access Panel Size:600x600mm,MCR07,600X600 AP,,<By Category>,Generic Model (MISC)
Generic Models,POC_Ceiling Access Panel,600X600 AP,POC_Ceiling Access Panel,C3030900,Other Ceiling Finishes,Access Panel Size:600x600mm,MCR07,600X600 AP,,<By Category>,Generic Model (MISC)
Generic Models,Model Text,350 mm Insignia,Model Text,E2010100,Fixed Artwork,JTC MAIN ENTRANCE SIGNAGE,MCR07,350 mm Insignia,,PEDBBLES,Generic Model (MISC)
Generic Models,Model Text,100 mm Insignia,Model Text,,,JTC MAIN ENTRANCE SIGNAGE,MCR07,100 mm Insignia,,Roofing - Standing Seam,Generic Model (MISC)
Generic Models,Model Text,100 mm Insignia (JTC),Model Text,,,JTC MAIN ENTRANCE SIGNAGE,MCR07,100 mm Insignia (JTC),,Roofing - JTC Ocean Blue,Generic Model (MISC)
Generic Models,Bicycle_Lady_model_10198,Bicycle_Lady_model_10198,Bicycle_Lady_model_10198,E1030200,Parking Control Equipment,BICYCLE BY OTHERS,MCR07,Bicycle_Lady_model_10198,,<By Category>,Generic Model (MISC)
Generic Models,Lysaght Klip-Lok Optima,0.40mm_BMT,Lysaght Klip-Lok Optima,B3010100,Roof Finishes,METAL ROOFING,MCR07,0.40mm_BMT,,<By Category>,Generic Model (MISC)
Generic Models,Lysaght Klip-Lok Optima,0.40mm_BMT 2,Lysaght Klip-Lok Optima,,,METAL ROOFING,MCR07,0.40mm_BMT 2,,<By Category>,Generic Model (MISC)
Generic Models,Lysaght Klip-Lok Optima,0.40mm_BMT 3,Lysaght Klip-Lok Optima,,,METAL ROOFING,MCR07,0.40mm_BMT 3,,<By Category>,Generic Model (MISC)
Generic Models,ELEC SHAFT SIGNAGE,ELEC SHAFT SIGNAGE,ELEC SHAFT SIGNAGE,,,ELEC SHAFT ROOM SIGNAGE,MCR07,ELEC SHAFT SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,MDF ROOM SIGNAGE,MDF ROOM SIGNAGE,MDF ROOM SIGNAGE,,,MDF ROOM ROOM SIGNAGE,MCR07,MDF ROOM SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,MEETING ROOM SIGNAGE,MEETING ROOM SIGNAGE,MEETING ROOM SIGNAGE,,,MEETING ROOM SIGNAGE,MCR07,MEETING ROOM SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,OPERATION OFFICE SIGNAGE,OPERATION OFFICE SIGNAGE,OPERATION OFFICE SIGNAGE,,,OPERATION OFFICE ROOM SIGANGE,MCR07,OPERATION OFFICE SIGNAGE,,<By Category>,Generic Model (MISC)
Generic Models,TOILET SYMBOL,TOILET SYMBOL,TOILET SYMBOL,,,TOILET SIGANGE,MCR07,TOILET SYMBOL,,<By Category>,Generic Model (MISC)
Generic Models,TOILET SYMBOL,TOILET SYMBOL,TOILET SYMBOL,,,TOILET SIGANGE,MCR07,TOILET SYMBOL,,<By Category>,Generic Model (MISC)
Generic Models,PWD SYMBOL,PWD SYMBOL,PWD SYMBOL,,,ACCESSIBLE TOILET SIGNAGE,MCR07,PWD SYMBOL,,Aluminum,Generic Model (MISC)
Generic Models,PWD SYMBOL,PWD SYMBOL,PWD SYMBOL,,,ACCESSIBLE TOILET SIGNAGE,MCR07,PWD SYMBOL,,Aluminum,Generic Model (MISC)
Generic Models,FIRST AID ROOM SIGNAGE,FIRST AID ROOM SIGNAGE,FIRST AID ROOM SIGNAGE,,,FIRST AID ROOM SIGNAGE,MCR07,FIRST AID ROOM SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,FM STORE SIGNAGE,FM STORE SIGNAGE,FM STORE SIGNAGE,,,FM STORE SIGNAGE,MCR07,FM STORE SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,WORKMAN REST ROOM SIGNAGE,WORKMAN REST ROOM SIGNAGE,WORKMAN REST ROOM SIGNAGE,,,WORKMAN REST ROOM SIGNAGE,MCR07,WORKMAN REST ROOM SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,OPERATION OFFICE ELV SPACE SIGNAGE,OPERATION OFFICE ELV SPACE SIGNAGE,OPERATION OFFICE ELV SPACE SIGNAGE,,,OPERATION OFFICE SIGNAGE,MCR07,OPERATION OFFICE ELV SPACE SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,FM OFFICE SIGNAGE,FM OFFICE SIGNAGE,FM OFFICE SIGNAGE,,,FM OFFICE SIGANGE,MCR07,FM OFFICE SIGNAGE,,<By Category>,Generic Model (MISC)
Generic Models,FEMALE TOILET SYMBOL SIGNAGE,FEMALE TOILET SYMBOL SIGNAGE,FEMALE TOILET SYMBOL SIGNAGE,,,FEMALE TOILET SIGNAGE,MCR07,FEMALE TOILET SYMBOL SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,MALE TOILET SYMBOL SIGNAGE,MALE TOILET SYMBOL SIGNAGE,MALE TOILET SYMBOL SIGNAGE,,,MALE TOILET SIGNAGE,MCR07,MALE TOILET SYMBOL SIGNAGE,,Aluminum,Generic Model (MISC)
Generic Models,SECURITY,SECURITY,SECURITY,,,SECURITY ROOM SIGANGE,MCR07,SECURITY,,<By Category>,Generic Model (MISC)
Generic Models,Outlet - 2 Outlet 2 Switch,Outlet - 2 Outlet 2 Switch,Outlet - 2 Outlet 2 Switch,E1090900,Other Equipment,FIRE RATED ROLLER SHUTTER SWITCH,MCR07,Outlet - 2 Outlet 2 Switch,,<By Category>,Generic Model (MISC)
Generic Models,FIRE CONTROL MODULE,FIRE CONTROL MODULE,FIRE CONTROL MODULE,,,FIRE RATED ROLLER SHUTTER - FIRE CONTROL MODULE,MCR07,FIRE CONTROL MODULE,,<By Category>,Generic Model (MISC)
Generic Models,Pallet_Racking_-_Victor_-_Adjustable_Beams_-_Optional_Shelving_8623,600 x 1200mm Racking,Pallet_Racking_-_Victor_-_Adjustable_Beams_-_Optional_Shelving_8623,,,NA,MCR07,600 x 1200mm Racking,,<By Category>,Generic Model (MISC)
Generic Models,OG Box130,OG Box,OG Box130,,,NA,NA,OG Box,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 2,Generic Models 1,Generic Models 2,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 3,Generic Models 1,Generic Models 3,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 4,Generic Models 1,Generic Models 4,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 5,Generic Models 1,Generic Models 5,E1090100,Maintenance Equipment,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 6,Generic Models 1,Generic Models 6,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 1,Generic Models 1,Generic Models 1,,,STEEL CHAIN FOR RESCUE PLATFORM,NA,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 7,Generic Models 7,Generic Models 7,,,48 DIAMETER X 2MM THK PIPE REMOVABLE RAILING,MCR07,Generic Models 7,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 8,Generic Models 1,Generic Models 8,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 9,Generic Models 1,Generic Models 9,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 10,Generic Models 1,Generic Models 10,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 11,Generic Models 1,Generic Models 11,,,STEEL CHAIN FOR RESCUE PLATFORM,MCR07,Generic Models 1,,<By Category>,Generic Model (MISC)
Generic Models,Furniture 2,Furniture 2,Furniture 2,,,SAFETY HOOK,MCR07,Furniture 2,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 12,Generic Models 12,Generic Models 12,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 13,Generic Models 13,Generic Models 13,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 14,Generic Models 12,Generic Models 14,E1090100,Maintenance Equipment,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 15,Generic Models 15,Generic Models 15,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 16,Generic Models 12,Generic Models 16,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 17,Generic Models 13,Generic Models 17,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 18,Generic Models 12,Generic Models 18,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 19,Generic Models 15,Generic Models 19,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 20,Generic Models 12,Generic Models 20,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 21,Generic Models 13,Generic Models 21,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 22,Generic Models 12,Generic Models 22,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 23,Generic Models 15,Generic Models 23,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 24,Generic Models 12,Generic Models 24,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 25,Generic Models 13,Generic Models 25,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 26,Generic Models 12,Generic Models 26,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 27,Generic Models 15,Generic Models 27,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 28,Generic Models 12,Generic Models 28,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 29,Generic Models 13,Generic Models 29,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 30,Generic Models 12,Generic Models 30,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 31,Generic Models 15,Generic Models 31,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 32,Generic Models 12,Generic Models 32,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 33,Generic Models 13,Generic Models 33,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 34,Generic Models 12,Generic Models 34,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 35,Generic Models 15,Generic Models 35,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 36,Generic Models 12,Generic Models 36,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 37,Generic Models 13,Generic Models 37,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 38,Generic Models 12,Generic Models 38,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 39,Generic Models 15,Generic Models 39,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 40,Generic Models 12,Generic Models 40,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 41,Generic Models 13,Generic Models 41,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 42,Generic Models 12,Generic Models 42,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 43,Generic Models 15,Generic Models 43,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 44,Generic Models 12,Generic Models 44,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 45,Generic Models 13,Generic Models 45,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 46,Generic Models 12,Generic Models 46,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 47,Generic Models 15,Generic Models 47,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 48,Generic Models 12,Generic Models 48,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 49,Generic Models 13,Generic Models 49,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 50,Generic Models 12,Generic Models 50,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 51,Generic Models 15,Generic Models 51,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 52,Generic Models 12,Generic Models 52,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 53,Generic Models 13,Generic Models 53,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 54,Generic Models 12,Generic Models 54,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 55,Generic Models 15,Generic Models 55,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 56,Generic Models 12,Generic Models 56,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 57,Generic Models 13,Generic Models 57,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 58,Generic Models 12,Generic Models 58,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 59,Generic Models 15,Generic Models 59,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 60,Generic Models 12,Generic Models 60,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 61,Generic Models 13,Generic Models 61,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 62,Generic Models 12,Generic Models 62,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 63,Generic Models 15,Generic Models 63,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 64,Generic Models 12,Generic Models 64,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 65,Generic Models 13,Generic Models 65,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 66,Generic Models 12,Generic Models 66,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 67,Generic Models 15,Generic Models 67,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 68,Generic Models 68,Generic Models 68,,,SS316 CABLE 8MM DIA,MCR07,Generic Models 68,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 69,Generic Models 69,Generic Models 69,,,SS316 CABLE 8MM DIA,MCR07,Generic Models 69,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 70,Generic Models 12,Generic Models 70,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 71,Generic Models 13,Generic Models 71,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 72,Generic Models 12,Generic Models 72,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 73,Generic Models 15,Generic Models 73,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 74,Generic Models 12,Generic Models 74,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 75,Generic Models 13,Generic Models 75,,,KLIPLOK,MCR07,Generic Models 13,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 76,Generic Models 12,Generic Models 76,,,CLAMPS DESIGNED FOR KLIPLOK ROOF,MCR07,Generic Models 12,,<By Category>,Generic Model (MISC)
Generic Models,Generic Models 77,Generic Models 15,Generic Models 77,,,BOLTS & NUTS,MCR07,Generic Models 15,,<By Category>,Generic Model (MISC)
